City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Calama,CL,2021-10-10 21:02:12,-22.4667,-68.9333,72.91,11,4,16.64
294,San Cristobal,VE,2021-10-10 21:06:35,7.7669,-72.225,80.78,93,86,2.93
295,Half Moon Bay,US,2021-10-10 21:06:35,37.4636,-122.4286,83.8,57,1,5.75
296,Mchinji,MW,2021-10-10 21:06:35,-13.7984,32.8802,74.44,29,2,9.28
297,Souillac,MU,2021-10-10 21:06:36,-20.5167,57.5167,71.37,90,91,8.32
298,Bilibino,RU,2021-10-10 21:06:36,68.0546,166.4372,-1.37,100,93,2.82
299,Husavik,IS,2021-10-10 21:06:36,66.0449,-17.3389,34.7,97,100,1.32
300,Sal Rei,CV,2021-10-10 21:06:37,16.1833,-22.9167,77.56,78,0,18.19
301,Kahului,US,2021-10-10 21:06:37,20.8947,-156.47,83.46,75,20,18.41
302,Hailey,US,2021-10-10 21:06:37,43.5196,-114.3153,56.89,43,22,8.01
303,Eten,PE,2021-10-10 21:06:38,-6.9081,-79.8642,66.45,72,0,19.57
304,Nome,US,2021-10-10 21:06:38,64.5011,-165.4064,36.16,69,40,0.0
305,Adeje,ES,2021-10-10 21:06:38,28.1227,-16.726,72.01,68,20,6.91
306,Igrim,RU,2021-10-10 21:06:39,63.1906,64.4162,28.96,63,6,4.32
307,Terrace,CA,2021-10-10 21:04:19,54.5163,-128.6035,51.42,99,100,3.24
308,Fort Morgan,US,2021-10-10 21:05:22,40.2503,-103.8,69.8,22,75,6.91
309,Guerrero Negro,MX,2021-10-10 21:06:39,27.9769,-114.0611,79.68,46,0,12.5
310,Mackenzie,CA,2021-10-10 21:06:40,55.2999,-123.1698,45.14,50,89,7.74
311,Altos,BR,2021-10-10 21:06:40,-5.0381,-42.46,88.11,39,86,4.63
312,Ola,RU,2021-10-10 21:06:40,59.5833,151.2833,29.68,61,0,10.13
313,Omsukchan,RU,2021-10-10 21:06:41,62.5333,155.8,9.93,85,8,5.57
314,Defiance,US,2021-10-10 21:05:45,41.3334,-84.45,84.49,51,1,9.22
315,Nuuk,GL,2021-10-10 21:01:48,64.1835,-51.7216,38.01,70,75,0.0
316,Nouadhibou,MR,2021-10-10 21:06:41,20.931,-17.0347,69.37,84,0,22.03
317,Coahuayana,MX,2021-10-10 21:05:32,18.7333,-103.6833,92.68,69,100,4.83
318,Ngunguru,NZ,2021-10-10 21:06:42,-35.6167,174.5,57.96,63,8,6.04
319,Havre-Saint-Pierre,CA,2021-10-10 21:06:42,50.2334,-63.5986,49.71,87,90,12.84
320,Bichena,ET,2021-10-10 21:06:42,10.45,38.2,53.11,88,56,3.78
321,Westport,US,2021-10-10 21:06:43,41.1415,-73.3579,66.79,90,90,11.01
322,Keti Bandar,PK,2021-10-10 21:06:43,24.1447,67.4497,79.81,81,0,11.18
323,Sioux Lookout,CA,2021-10-10 21:06:43,50.1001,-91.917,60.91,92,100,9.28
324,Kaeo,NZ,2021-10-10 21:06:44,-35.1,173.7833,58.35,65,12,6.2
325,Namie,JP,2021-10-10 21:06:44,37.4833,141.0,67.96,83,0,10.27
326,Dalvik,IS,2021-10-10 21:06:44,65.9702,-18.5286,34.97,98,98,1.9
327,Tilichiki,RU,2021-10-10 21:06:45,60.4667,166.1,26.4,72,83,4.38
328,Comodoro Rivadavia,AR,2021-10-10 21:06:45,-45.8667,-67.5,71.46,24,0,24.16
329,Lavrentiya,RU,2021-10-10 21:06:46,65.5833,-171.0,28.96,80,30,2.77
330,Kushikino,JP,2021-10-10 21:06:46,31.7167,130.2667,78.08,90,6,6.02
331,Maniitsoq,GL,2021-10-10 21:06:46,65.4167,-52.9,35.67,87,100,10.49
332,Asau,RO,2021-10-10 21:06:47,46.4333,26.4,40.75,82,23,2.28
333,La Libertad,EC,2021-10-10 21:06:47,-2.2333,-80.9,67.66,88,90,8.05
334,Villeta,CO,2021-10-10 21:06:47,5.0089,-74.4723,86.61,90,93,0.58
335,Massape,BR,2021-10-10 21:06:47,-3.5228,-40.3428,82.6,64,16,10.8
336,Yangjiang,CN,2021-10-10 21:06:48,21.85,111.9667,79.95,89,82,6.08
337,Okhotsk,RU,2021-10-10 21:06:48,59.3833,143.3,21.58,83,24,8.77
338,Haimen,CN,2021-10-10 21:06:48,23.1935,116.6142,76.86,77,79,7.02
339,Karla,EE,2021-10-10 21:06:49,59.3723,24.9275,50.58,80,0,12.66
340,Bahia Blanca,AR,2021-10-10 21:06:49,-38.7196,-62.2724,73.35,33,4,4.59
341,Gambo,CF,2021-10-10 21:06:50,4.6482,22.2633,72.1,98,100,2.17
342,Ahvaz,IR,2021-10-10 21:06:50,31.3203,48.6693,78.75,15,0,4.61
343,Igarka,RU,2021-10-10 21:06:50,67.4667,86.5833,26.96,73,100,13.4
344,Alvand,IR,2021-10-10 21:06:51,36.3187,49.1678,43.72,82,18,3.24
345,Touba,CI,2021-10-10 21:06:51,8.2833,-7.6833,72.07,93,89,0.76
346,Znamenskoye,RU,2021-10-10 21:06:52,57.1281,73.8282,27.66,73,3,3.71
347,Bathsheba,BB,2021-10-10 21:06:52,13.2167,-59.5167,83.01,78,40,19.57
348,Ambon,ID,2021-10-10 21:06:52,-3.6954,128.1814,77.14,88,20,5.75
349,Sungairaya,ID,2021-10-10 21:06:52,0.7,108.9,79.83,87,100,4.92
350,Sirjan,IR,2021-10-10 21:06:53,29.452,55.6814,60.21,27,0,5.32
351,Gamba,GA,2021-10-10 21:06:53,-2.65,10.0,75.99,83,100,4.32
352,Broken Hill,AU,2021-10-10 21:06:54,-31.95,141.4333,45.54,72,46,15.73
353,Bonito,BR,2021-10-10 21:06:54,-21.1211,-56.4819,71.17,95,95,3.47
354,Morehead,US,2021-10-10 21:06:54,37.2711,-87.1764,87.51,50,1,5.75
355,Prainha,BR,2021-10-10 21:06:54,-1.8,-53.48,90.23,46,97,5.57
356,Ponnani,IN,2021-10-10 21:06:55,10.767,75.9252,78.12,91,100,2.46
357,Phenix City,US,2021-10-10 21:05:28,32.471,-85.0008,84.34,53,40,3.44
358,Puerto Escondido,MX,2021-10-10 21:06:55,15.85,-97.0667,88.63,58,40,9.22
359,Fortuna,US,2021-10-10 21:06:56,40.5982,-124.1573,69.48,68,86,5.01
360,San Pedro De Macoris,DO,2021-10-10 21:06:56,18.4616,-69.2972,86.61,67,40,5.61
361,Ust-Tsilma,RU,2021-10-10 21:06:56,65.441,52.1498,33.48,98,100,5.77
362,Saint George,US,2021-10-10 21:04:18,37.1041,-113.5841,75.67,31,1,4.0
363,Porteirinha,BR,2021-10-10 21:06:57,-15.7433,-43.0283,77.85,57,17,8.77
364,Severomuysk,RU,2021-10-10 21:06:57,56.1481,113.4267,16.83,87,49,3.29
365,Yerofey Pavlovich,RU,2021-10-10 21:06:58,53.9667,121.9667,30.6,80,2,4.34
366,Karoi,ZW,2021-10-10 21:06:58,-16.8099,29.6925,75.79,39,77,12.1
367,Boa Vista,BR,2021-10-10 21:06:58,2.8197,-60.6733,85.98,70,75,10.36
368,Mount Gambier,AU,2021-10-10 21:06:59,-37.8333,140.7667,47.97,60,99,4.76
369,Zhangye,CN,2021-10-10 21:06:59,38.9342,100.4517,47.23,35,0,3.51
370,Mayo,US,2021-10-10 21:06:59,38.8876,-76.5119,73.44,85,90,8.99
371,Besancon,FR,2021-10-10 21:07:00,47.2488,6.0182,46.85,100,0,3.91
372,Tasiilaq,GL,2021-10-10 21:03:12,65.6145,-37.6368,32.16,57,1,2.84
373,Padang,ID,2021-10-10 21:07:00,-0.9492,100.3543,75.07,95,100,1.59
374,Tombouctou,ML,2021-10-10 21:07:00,20.0,-3.0,90.73,9,100,7.11
375,Lata,PT,2021-10-10 21:07:01,40.1629,-8.3327,67.08,53,15,4.59
376,Marienburg,PL,2021-10-10 21:07:01,54.0359,19.0266,41.88,65,0,7.29
377,Poum,NC,2021-10-10 21:07:01,-20.2333,164.0167,74.32,64,13,20.13
378,Ulladulla,AU,2021-10-10 21:07:02,-35.35,150.4667,47.88,80,100,10.07
379,Findlay,US,2021-10-10 21:07:02,41.0442,-83.6499,84.33,45,1,19.57
380,Aras,ES,2021-10-10 21:07:03,42.5617,-2.356,52.21,71,0,9.22
381,Hun,LY,2021-10-10 21:07:03,29.1268,15.9477,76.05,30,0,7.02
382,Vyartsilya,RU,2021-10-10 21:07:03,62.1764,30.693,50.47,88,100,9.71
383,Khrebtovaya,RU,2021-10-10 21:07:04,56.7032,104.2494,39.9,73,100,12.66
384,Kargasok,RU,2021-10-10 21:07:04,59.0556,80.8572,26.51,70,0,6.42
385,Segovia,ES,2021-10-10 21:07:04,41.1667,-4.0,56.68,57,96,4.63
386,Japura,ID,2021-10-10 21:07:05,-0.3167,102.35,73.96,97,100,2.17
387,Korla,CN,2021-10-10 21:07:05,41.7597,86.1469,47.08,42,58,3.04
388,Selfoss,IS,2021-10-10 21:07:05,63.9331,-20.9971,39.04,79,24,7.23
389,Ahipara,NZ,2021-10-10 21:07:06,-35.1667,173.1667,58.87,64,84,6.89
390,Wukari,NG,2021-10-10 21:07:06,7.85,9.7833,75.87,87,85,5.68
391,Lesnoy,RU,2021-10-10 21:07:06,57.6198,63.0784,27.68,67,38,0.85
392,Tezu,IN,2021-10-10 21:07:06,27.9167,96.1667,75.11,75,2,3.02
393,Lorengau,PG,2021-10-10 21:07:07,-2.0226,147.2712,81.48,75,99,3.2
394,Iranshahr,IR,2021-10-10 21:07:07,27.2025,60.6848,74.93,18,0,5.32
395,Winnemucca,US,2021-10-10 21:07:07,40.973,-117.7357,64.45,27,1,8.05
396,Abnub,EG,2021-10-10 21:07:08,27.2696,31.1511,82.18,23,6,5.14
397,Alihe,CN,2021-10-10 21:07:08,50.5667,123.7167,36.88,76,0,6.76
398,Santa Catalina,PH,2021-10-10 21:07:08,9.3337,122.8637,79.43,89,100,12.95
399,Belle Fourche,US,2021-10-10 21:07:09,44.6714,-103.8522,69.12,26,1,19.86
400,Geraldton,AU,2021-10-10 21:07:09,-28.7667,114.6,50.41,87,37,9.22
401,Shimoda,JP,2021-10-10 21:07:09,34.6667,138.95,68.11,81,10,7.05
402,Singleton,AU,2021-10-10 21:07:10,-32.5667,151.1833,57.97,96,100,4.0
403,Rawson,AR,2021-10-10 21:07:10,-43.3002,-65.1023,74.88,29,34,14.25
404,Blackfoot,US,2021-10-10 21:05:29,43.1905,-112.345,58.78,33,69,15.28
405,Huambo,AO,2021-10-10 21:07:11,-12.7761,15.7392,75.0,28,91,3.02
406,Ust-Ishim,RU,2021-10-10 21:07:11,57.6935,71.1665,27.64,72,10,2.59
407,Whitehorse,CA,2021-10-10 21:04:04,60.7161,-135.0538,43.11,74,74,3.4
408,Busing,PH,2021-10-10 21:07:11,13.1514,122.9714,82.53,84,88,19.44
409,Rio Gallegos,AR,2021-10-10 21:07:12,-51.6226,-69.2181,50.36,51,49,11.72
410,Margate,GB,2021-10-10 21:07:12,51.3813,1.3862,56.7,81,77,10.83
411,Lazaro Cardenas,MX,2021-10-10 21:07:12,17.9583,-102.2,85.01,68,92,8.23
412,Panaba,MX,2021-10-10 21:07:12,21.2833,-88.2667,87.69,59,88,11.86
413,Rania,IN,2021-10-10 21:07:13,29.5333,74.8333,82.2,38,0,8.5
414,La Ronge,CA,2021-10-10 21:07:13,55.1001,-105.2842,51.53,43,100,5.99
415,Torbay,CA,2021-10-10 21:05:33,47.6666,-52.7314,45.28,78,25,7.0
416,Wamba,NG,2021-10-10 21:07:14,8.9333,8.6,74.07,92,100,1.21
417,San Policarpo,PH,2021-10-10 21:07:14,12.1791,125.5072,79.72,84,73,10.76
418,Pabrade,LT,2021-10-10 21:05:04,55.0,25.7833,38.34,81,4,4.97
419,Soure,BR,2021-10-10 21:05:41,-0.7167,-48.5233,82.26,73,34,14.61
420,Hwange,ZW,2021-10-10 21:07:14,-18.3693,26.5019,71.85,59,6,12.55
421,Scarborough,GB,2021-10-10 21:07:15,54.2797,-0.4044,51.53,83,86,1.01
422,Kangavar,IR,2021-10-10 21:07:15,34.5043,47.9653,55.76,32,0,3.09
423,Hit,IQ,2021-10-10 21:07:15,33.6416,42.8251,79.41,17,0,7.74
424,Kenai,US,2021-10-10 21:05:09,60.5544,-151.2583,49.08,67,1,18.41
425,Gemena,CD,2021-10-10 21:07:16,3.25,19.7667,71.08,95,23,1.74
426,Kieta,PG,2021-10-10 21:07:16,-6.2167,155.6333,80.49,81,92,4.0
427,Semporna,MY,2021-10-10 21:07:16,4.4818,118.6112,79.45,88,98,5.1
428,Huarmey,PE,2021-10-10 21:07:17,-10.0681,-78.1522,67.82,80,65,9.93
429,Inuvik,CA,2021-10-10 21:07:17,68.3499,-133.7218,30.96,93,90,8.05
430,Ulcinj,ME,2021-10-10 21:07:17,41.9294,19.2244,60.93,93,100,12.15
431,Cabedelo,BR,2021-10-10 21:07:18,-6.9811,-34.8339,79.47,75,32,10.09
432,Aberdeen,GB,2021-10-10 21:04:26,57.1437,-2.0981,52.83,81,100,10.36
433,Ocean Springs,US,2021-10-10 21:07:18,30.4113,-88.8278,87.53,73,20,8.05
434,Port Shepstone,ZA,2021-10-10 21:07:18,-30.7414,30.455,63.12,57,100,6.35
435,Bilma,NE,2021-10-10 21:07:19,18.6853,12.9164,85.71,10,21,7.72
436,Kencong,ID,2021-10-10 21:07:19,-8.2833,113.3667,76.21,80,99,2.71
437,Tommot,RU,2021-10-10 21:07:19,58.9564,126.2925,32.52,86,51,11.01
438,Moerai,PF,2021-10-10 21:04:48,-22.4333,-151.3333,73.87,75,100,12.06
439,Roebourne,AU,2021-10-10 21:07:20,-20.7833,117.1333,73.22,33,14,7.76
440,Axim,GH,2021-10-10 21:07:20,4.8699,-2.2405,76.87,90,100,10.09
441,Caravelas,BR,2021-10-10 21:07:20,-17.7125,-39.2481,73.06,89,100,8.01
442,Aloleng,PH,2021-10-10 21:07:21,16.1307,119.7824,82.98,80,100,21.61
443,Hofn,IS,2021-10-10 21:03:12,64.2539,-15.2082,42.51,69,62,12.08
444,Port Hardy,CA,2021-10-10 21:07:21,50.6996,-127.4199,49.62,74,100,6.2
445,Kropotkin,RU,2021-10-10 21:07:21,45.4375,40.5756,50.97,77,11,12.82
446,Raton,US,2021-10-10 21:07:22,36.9034,-104.4391,58.19,61,1,3.44
447,Pitiquito,MX,2021-10-10 21:07:22,30.7,-112.0833,85.19,12,0,6.91
448,Kluang,MY,2021-10-10 21:07:22,2.0251,103.3328,75.4,96,96,1.63
449,Naze,JP,2021-10-10 21:07:23,28.3667,129.4833,76.87,87,65,16.31
450,Kiama,AU,2021-10-10 21:07:23,-34.6833,150.8667,52.38,87,100,3.0
451,Veinticinco De Mayo,AR,2021-10-10 21:07:23,-35.4323,-60.1727,70.05,62,100,5.01
452,Moose Factory,CA,2021-10-10 21:07:24,51.2585,-80.6094,66.33,82,100,5.55
453,Ancud,CL,2021-10-10 21:07:24,-41.8697,-73.8203,54.43,77,100,8.08
454,Ormara,PK,2021-10-10 21:07:24,25.2088,64.6357,85.71,28,0,23.33
455,Bafata,GW,2021-10-10 21:07:25,12.1667,-14.75,80.44,77,83,4.25
456,Ostrovnoy,RU,2021-10-10 21:07:25,68.0531,39.5131,42.62,94,100,3.13
457,Catamarca,AR,2021-10-10 21:07:25,-28.4696,-65.7852,82.78,43,54,4.0
458,Aksarka,RU,2021-10-10 21:07:26,66.5606,67.7975,26.62,86,15,6.08
459,Ranong,TH,2021-10-10 21:07:26,9.9658,98.6348,79.65,88,99,15.5
460,Atherton,GB,2021-10-10 21:07:26,53.5237,-2.4935,55.69,88,100,6.04
461,Rocha,UY,2021-10-10 21:07:27,-34.4833,-54.3333,59.5,77,100,12.55
462,Desnogorsk,RU,2021-10-10 21:07:27,54.1508,33.2815,38.14,77,11,2.84
463,Isiolo,KE,2021-10-10 21:07:27,0.3546,37.5822,72.95,56,38,12.12
464,Saint-Augustin,CA,2021-10-10 21:07:28,51.226,-58.6502,51.78,61,59,5.64
465,Lensk,RU,2021-10-10 21:07:28,60.7253,114.9278,32.92,82,99,14.63
466,Dingle,PH,2021-10-10 21:07:28,10.9995,122.6711,76.73,92,93,9.51
467,Bukama,CD,2021-10-10 21:07:29,-9.2,25.85,86.0,29,99,0.96
468,North Bend,US,2021-10-10 21:07:29,43.4065,-124.2243,61.25,80,20,12.66
469,Cleburne,US,2021-10-10 21:07:29,32.3476,-97.3867,92.1,53,40,20.71
470,Valle Nacional,MX,2021-10-10 21:07:29,17.7833,-96.3167,90.54,57,5,4.45
471,Mecca,SA,2021-10-10 21:03:11,21.4267,39.8261,86.83,44,2,2.8
472,Khani,GE,2021-10-10 21:07:30,41.9563,42.9566,49.57,76,3,4.5
473,Mount Pleasant,US,2021-10-10 21:06:30,32.7941,-79.8626,78.31,74,90,1.01
474,Tayu,ID,2021-10-10 21:06:03,-6.5397,111.0518,76.6,79,90,8.08
475,Constantine,DZ,2021-10-10 21:07:30,36.365,6.6147,56.01,83,0,1.5
476,Atasu,KZ,2021-10-10 21:07:31,48.6814,71.6433,45.54,67,100,10.18
477,Alamosa,US,2021-10-10 21:07:31,37.4695,-105.87,62.65,20,40,11.5
478,Yaan,NG,2021-10-10 21:07:31,7.3833,8.5667,73.45,93,89,5.7
479,Loningen,DE,2021-10-10 21:07:32,52.7333,7.7667,52.93,89,97,5.37
480,Tabou,CI,2021-10-10 21:07:32,4.423,-7.3528,78.17,88,100,9.64
481,La Paz,BO,2021-10-10 21:07:32,-16.5,-68.15,64.38,36,75,10.36
482,Beringovskiy,RU,2021-10-10 21:07:33,63.05,179.3167,29.48,87,99,12.8
483,Pucallpa,PE,2021-10-10 21:07:33,-8.3791,-74.5539,95.04,46,75,5.75
484,Ponta Delgada,PT,2021-10-10 21:07:33,37.7333,-25.6667,70.52,94,75,9.22
485,Sandviken,SE,2021-10-10 21:07:34,60.6167,16.7667,50.16,88,99,12.17
486,Cairns,AU,2021-10-10 21:07:34,-16.9167,145.7667,73.06,87,40,10.36
487,Bafra,TR,2021-10-10 21:07:34,41.5678,35.9069,63.82,86,12,2.44
488,Ca Mau,VN,2021-10-10 21:07:35,9.1769,105.15,78.26,89,99,8.14
489,Porto Uniao,BR,2021-10-10 21:03:38,-26.2381,-51.0783,59.07,94,100,4.56
490,Zhuhai,CN,2021-10-10 21:05:29,22.2769,113.5678,82.06,89,20,8.05
491,Belaya Gora,RU,2021-10-10 21:07:35,68.5333,146.4167,19.27,74,100,3.67
492,Muisne,EC,2021-10-10 21:07:35,0.6,-80.0333,77.11,82,100,8.7
493,Socorro,US,2021-10-10 21:04:22,31.6546,-106.3033,78.39,16,1,23.02
494,Bougouni,ML,2021-10-10 21:07:36,11.417,-7.479,83.1,59,92,3.49
495,Vikhorevka,RU,2021-10-10 21:07:36,56.1201,101.1636,40.59,82,89,8.21
496,Waipawa,NZ,2021-10-10 21:07:37,-41.4122,175.5153,57.45,67,24,7.25
497,Reserva,BR,2021-10-10 21:07:37,-24.6503,-50.8506,57.67,95,100,3.56
498,Wilmington,US,2021-10-10 21:06:03,34.2257,-77.9447,77.92,77,97,5.99
499,Sembakung,ID,2021-10-10 21:07:37,3.8167,117.25,74.71,99,100,1.99
500,Nivala,FI,2021-10-10 21:07:38,63.9167,24.9667,49.68,81,100,11.05
501,Wajima,JP,2021-10-10 21:07:38,37.4,136.9,73.78,79,3,19.06
502,Udachnyy,RU,2021-10-10 21:07:38,66.4167,112.4,22.66,91,100,18.61
503,Puerto Narino,CO,2021-10-10 21:07:38,-3.7703,-70.3831,94.95,66,100,2.04
504,Biak,ID,2021-10-10 21:07:39,-0.9131,122.8766,76.86,86,100,7.09
505,Dudinka,RU,2021-10-10 21:07:39,69.4058,86.1778,23.68,93,100,6.73
506,Karratha,AU,2021-10-10 21:07:40,-20.7377,116.8463,72.73,36,8,5.57
507,Antsohihy,MG,2021-10-10 21:07:40,-14.8796,47.9875,73.09,63,29,4.09
508,Poso,ID,2021-10-10 21:07:40,-1.3959,120.7524,78.06,77,100,2.48
509,Strezhevoy,RU,2021-10-10 21:07:40,60.7333,77.5889,24.78,73,8,7.23
510,Los Llanos De Aridane,ES,2021-10-10 21:04:57,28.6585,-17.9182,69.55,84,0,14.97
511,Necochea,AR,2021-10-10 21:07:41,-38.5473,-58.7368,61.11,78,45,8.55
512,Bam,IR,2021-10-10 21:07:41,29.106,58.357,66.09,18,2,8.21
513,Gewane,ET,2021-10-10 21:07:41,10.1664,40.6453,77.59,73,97,10.47
514,Tabas,IR,2021-10-10 21:07:42,33.5959,56.9244,59.09,21,0,6.87
515,Pisco,PE,2021-10-10 21:07:42,-13.7,-76.2167,68.05,68,0,14.97
516,Kimbe,PG,2021-10-10 21:07:42,-5.5502,150.1429,77.59,90,70,1.39
517,Kothi,IN,2021-10-10 21:07:43,24.75,80.7833,74.88,59,0,3.02
518,Salinas,US,2021-10-10 21:02:50,36.6777,-121.6555,84.99,56,1,11.5
519,Tucuma,BR,2021-10-10 21:07:43,-0.1833,-50.05,83.28,71,26,13.04
520,Bonavista,CA,2021-10-10 21:07:44,48.6499,-53.1147,44.11,74,72,28.3
521,Filingue,NE,2021-10-10 21:07:44,14.3521,3.3168,93.36,17,100,6.62
522,Palmer,US,2021-10-10 21:07:44,42.1584,-72.3287,63.99,69,90,5.01
523,Aguimes,ES,2021-10-10 21:07:44,27.9054,-15.4461,70.43,66,40,18.41
524,Santarem,BR,2021-10-10 21:07:45,-2.4431,-54.7083,87.93,66,20,8.05
525,Bulungu,CD,2021-10-10 21:07:45,-4.55,18.6,72.7,97,100,7.52
526,Nizwa,OM,2021-10-10 21:07:45,22.9333,57.5333,84.06,37,0,2.84
527,Mayskiy,RU,2021-10-10 21:07:46,47.6931,40.1025,53.44,51,7,8.75
528,Vestmannaeyjar,IS,2021-10-10 21:07:46,63.4427,-20.2734,43.23,71,60,14.9
529,Lakselv,NO,2021-10-10 21:07:46,70.0513,24.9718,40.82,87,75,6.91
530,Sabirabad,AZ,2021-10-10 21:07:47,40.0095,48.4752,61.61,65,100,6.49
531,Olafsvik,IS,2021-10-10 21:07:47,64.8945,-23.7142,40.15,60,24,0.83
532,Progreso,MX,2021-10-10 21:07:47,21.2833,-89.6667,95.11,67,58,12.19
533,Parati,BR,2021-10-10 21:07:37,-23.2178,-44.7131,67.08,98,100,2.3
534,Assare,BR,2021-10-10 21:07:48,-6.8744,-39.875,88.21,24,99,6.26
535,Muroto,JP,2021-10-10 21:07:48,33.2833,134.15,77.09,80,45,8.59
536,Yumen,CN,2021-10-10 21:07:48,40.2833,97.2,37.69,23,1,11.63
537,Salalah,OM,2021-10-10 21:07:49,17.0151,54.0924,80.69,83,75,4.61
538,San Salvador El Seco,MX,2021-10-10 21:07:49,19.1333,-97.65,72.55,41,27,10.4
539,Damara,CF,2021-10-10 21:07:49,4.9608,18.7035,70.16,98,91,4.27
540,Boyolangu,ID,2021-10-10 21:07:50,-8.1181,111.8935,74.84,86,98,5.14
541,Merritt Island,US,2021-10-10 21:07:50,28.5392,-80.672,85.05,72,1,13.8
542,Pontianak,ID,2021-10-10 21:07:50,-0.0333,109.3333,78.78,94,95,1.14
543,Hokitika,NZ,2021-10-10 21:07:51,-42.7167,170.9667,53.96,81,100,9.08
544,Hervey Bay,AU,2021-10-10 21:07:51,-25.2986,152.8535,75.02,64,4,12.62
545,Aqtobe,KZ,2021-10-10 21:07:51,50.2797,57.2072,33.89,80,0,2.24
546,Beloha,MG,2021-10-10 21:07:52,-25.1667,45.05,67.64,87,16,7.61
547,Kisangani,CD,2021-10-10 21:07:52,0.5167,25.2,75.0,87,99,0.54
548,Tomatlan,MX,2021-10-10 21:07:52,19.9333,-105.25,85.91,79,100,5.17
549,Stoholm,DK,2021-10-10 21:07:53,56.4845,9.1462,51.71,92,100,8.79
550,Chardara,KZ,2021-10-10 21:07:53,41.2547,67.9692,50.9,39,1,5.21
551,Nhulunbuy,AU,2021-10-10 21:07:53,-12.2333,136.7667,75.81,88,90,4.61
552,Luwuk,ID,2021-10-10 21:07:54,-0.9516,122.7875,78.12,88,100,5.35
553,Kovdor,RU,2021-10-10 21:07:54,67.5662,30.4758,44.82,99,100,0.83
554,Zhezkazgan,KZ,2021-10-10 21:07:54,47.8043,67.7144,46.9,46,95,9.08
555,Vozhega,RU,2021-10-10 21:07:55,60.4725,40.2213,45.5,84,56,7.45
556,Morant Bay,JM,2021-10-10 21:07:55,17.8815,-76.4093,85.66,66,43,5.46
557,La Mira,MX,2021-10-10 21:07:55,18.035,-102.3266,84.96,69,84,7.16
558,Rudbar,AF,2021-10-10 21:07:55,30.15,62.6,56.59,21,0,14.7
559,Brazzaville,CG,2021-10-10 21:07:56,-4.2658,15.2832,79.88,69,98,3.2
560,Adrar,MR,2021-10-10 21:07:56,20.5022,-10.0711,88.92,12,99,4.47
561,Haikou,CN,2021-10-10 21:07:56,20.0458,110.3417,78.46,90,96,8.39
562,Panguna,PG,2021-10-10 21:07:57,-6.3164,155.4848,72.25,88,86,1.3
563,Luderitz,NA,2021-10-10 21:07:57,-26.6481,15.1594,71.13,40,9,6.11
